District,Date,Month,Year,Visitors
Nalgonda,02-01-2017,February,2017,8652
Nalgonda,03-01-2017,March,2017,8054
Nalgonda,04-01-2017,April,2017,44295
Nalgonda,05-01-2017,May,2017,10750
Nalgonda,06-01-2017,June,2017,37879
Nalgonda,07-01-2017,July,2017,21361
Nalgonda,08-01-2017,August,2017,9363
Nalgonda,09-01-2017,September,2017,17465
Nalgonda,10-01-2017,October,2017,36066
Nalgonda,11-01-2017,November,2017,17687
Nalgonda,12-01-2017,December,2017,25897
Nirmal,01-01-2017,January,2017,340311
Nirmal,02-01-2017,February,2017,415326
Nirmal,03-01-2017,March,2017,442057
Nirmal,04-01-2017,April,2017,274132
Nirmal,05-01-2017,May,2017,297233
Nirmal,06-01-2017,June,2017,340359
Nirmal,07-01-2017,July,2017,328101
Nirmal,08-01-2017,August,2017,340430
Nirmal,09-01-2017,September,2017,528540
Nirmal,10-01-2017,October,2017,388644
Nirmal,11-01-2017,November,2017,369365
Nirmal,12-01-2017,December,2017,340585
Nizamabad,01-01-2017,January,2017,613
Nizamabad,02-01-2017,February,2017,1752
Nizamabad,03-01-2017,March,2017,660
Nizamabad,04-01-2017,April,2017,1050
Nizamabad,05-01-2017,May,2017,1341
Nizamabad,06-01-2017,June,2017,2391
Nizamabad,07-01-2017,July,2017,1520
Nizamabad,08-01-2017,August,2017,1583
Nizamabad,09-01-2017,September,2017,933
Nizamabad,10-01-2017,October,2017,6644
Nizamabad,11-01-2017,November,2017,1677
Nizamabad,12-01-2017,December,2017,1787
Peddapalli,01-01-2017,January,2017,1345
Peddapalli,02-01-2017,February,2017,1378
Peddapalli,03-01-2017,March,2017,965
Peddapalli,04-01-2017,April,2017,750
Peddapalli,05-01-2017,May,2017,640
Peddapalli,06-01-2017,June,2017,885
Peddapalli,07-01-2017,July,2017,1095
Peddapalli,08-01-2017,August,2017,1385
Peddapalli,09-01-2017,September,2017,1155
Peddapalli,10-01-2017,October,2017,1595
Peddapalli,11-01-2017,November,2017,1940
Peddapalli,12-01-2017,December,2017,1765
Rajanna Sircilla ,01-01-2017,January,2017,615842
Rajanna Sircilla ,02-01-2017,February,2017,1255569
Rajanna Sircilla ,03-01-2017,March,2017,1030441
Rajanna Sircilla ,04-01-2017,April,2017,1146782
Rajanna Sircilla ,05-01-2017,May,2017,1117228
Rajanna Sircilla ,06-01-2017,June,2017,1113882
Rajanna Sircilla ,07-01-2017,July,2017,462022
Rajanna Sircilla ,08-01-2017,August,2017,1004410
Rajanna Sircilla ,09-01-2017,September,2017,487060
Rajanna Sircilla ,10-01-2017,October,2017,845620
Rajanna Sircilla ,11-01-2017,November,2017,1191129
Rajanna Sircilla ,12-01-2017,December,2017,1649362
Ranga Reddy,01-01-2017,January,2017,NULL
Ranga Reddy,02-01-2017,February,2017,NULL
Ranga Reddy,03-01-2017,March,2017,NULL
Ranga Reddy,04-01-2017,April,2017,NULL
Ranga Reddy,05-01-2017,May,2017,NULL
Ranga Reddy,06-01-2017,June,2017,NULL
Ranga Reddy,07-01-2017,July,2017,NULL
Ranga Reddy,08-01-2017,August,2017,NULL
Ranga Reddy,09-01-2017,September,2017,NULL
Ranga Reddy,10-01-2017,October,2017,NULL
Ranga Reddy,11-01-2017,November,2017,NULL
Ranga Reddy,12-01-2017,December,2017,NULL
Sangareddy ,01-01-2017,January,2017,195000
Sangareddy ,02-01-2017,February,2017,140000
Sangareddy ,03-01-2017,March,2017,275000
Sangareddy ,04-01-2017,April,2017,215000
Sangareddy ,05-01-2017,May,2017,215000
Sangareddy ,06-01-2017,June,2017,180000
Sangareddy ,07-01-2017,July,2017,195000
Sangareddy ,08-01-2017,August,2017,295000
Sangareddy ,09-01-2017,September,2017,200000
Sangareddy ,10-01-2017,October,2017,232000
Sangareddy ,11-01-2017,November,2017,324500
Sangareddy ,12-01-2017,December,2017,356950
Siddipet,01-01-2017,January,2017,80500
Siddipet,02-01-2017,February,2017,80500
Siddipet,03-01-2017,March,2017,80500
Siddipet,04-01-2017,April,2017,80500
Siddipet,05-01-2017,May,2017,80500
Siddipet,06-01-2017,June,2017,60000
Siddipet,07-01-2017,July,2017,88550
Siddipet,08-01-2017,August,2017,97405
Siddipet,09-01-2017,September,2017,107146
Siddipet,10-01-2017,October,2017,117861
Siddipet,11-01-2017,November,2017,129647
Siddipet,12-01-2017,December,2017,142612
Suryapet,01-01-2017,January,2017,0
Suryapet,02-01-2017,February,2017,0
Suryapet,03-01-2017,March,2017,0
Suryapet,04-01-2017,April,2017,0
Suryapet,05-01-2017,May,2017,0
Suryapet,06-01-2017,June,2017,0
Suryapet,07-01-2017,July,2017,0
Suryapet,08-01-2017,August,2017,0
Suryapet,09-01-2017,September,2017,0
Suryapet,10-01-2017,October,2017,0
Suryapet,11-01-2017,November,2017,0
Suryapet,12-01-2017,December,2017,0
Vikarabad,01-01-2017,January,2017,NULL
Vikarabad,02-01-2017,February,2017,NULL
Vikarabad,03-01-2017,March,2017,NULL
Vikarabad,04-01-2017,April,2017,NULL
Vikarabad,05-01-2017,May,2017,NULL
Vikarabad,06-01-2017,June,2017,NULL
Vikarabad,07-01-2017,July,2017,NULL
Vikarabad,08-01-2017,August,2017,NULL
Vikarabad,09-01-2017,September,2017,NULL
Vikarabad,10-01-2017,October,2017,NULL
Vikarabad,11-01-2017,November,2017,NULL
Vikarabad,12-01-2017,December,2017,NULL
Wanaparthy ,01-01-2017,January,2017,22152
Wanaparthy ,02-01-2017,February,2017,22342
Wanaparthy ,03-01-2017,March,2017,20050
Wanaparthy ,04-01-2017,April,2017,11502
Wanaparthy ,05-01-2017,May,2017,11502
Wanaparthy ,06-01-2017,June,2017,19092
Wanaparthy ,07-01-2017,July,2017,19092
Wanaparthy ,08-01-2017,August,2017,21375
Wanaparthy ,09-01-2017,September,2017,35860
Wanaparthy ,10-01-2017,October,2017,21234
Wanaparthy ,11-01-2017,November,2017,18348
Wanaparthy ,12-01-2017,December,2017,22152
Warangal (Rural),01-01-2017,January,2017,8035
Warangal (Rural),02-01-2017,February,2017,8325
Warangal (Rural),03-01-2017,March,2017,7817
Warangal (Rural),04-01-2017,April,2017,7619
Warangal (Rural),05-01-2017,May,2017,8521
Warangal (Rural),06-01-2017,June,2017,9024
Warangal (Rural),07-01-2017,July,2017,13625
Warangal (Rural),08-01-2017,August,2017,13678
Warangal (Rural),09-01-2017,September,2017,13826
Warangal (Rural),10-01-2017,October,2017,16525
Warangal (Rural),11-01-2017,November,2017,16329
Warangal (Rural),12-01-2017,December,2017,21232
Warangal (Urban),01-01-2017,January,2017,130843
Warangal (Urban),02-01-2017,February,2017,126850
Warangal (Urban),03-01-2017,March,2017,118536
Warangal (Urban),04-01-2017,April,2017,107342
Warangal (Urban),05-01-2017,May,2017,110126
Warangal (Urban),06-01-2017,June,2017,111724
Warangal (Urban),07-01-2017,July,2017,116661
Warangal (Urban),08-01-2017,August,2017,117029
Warangal (Urban),09-01-2017,September,2017,117375
Warangal (Urban),10-01-2017,October,2017,119491
Warangal (Urban),11-01-2017,November,2017,119615
Warangal (Urban),12-01-2017,December,2017,127040
Yadadri Bhongir,01-01-2017,January,2017,678000
Yadadri Bhongir,02-01-2017,February,2017,540500
Yadadri Bhongir,03-01-2017,March,2017,525588
Yadadri Bhongir,04-01-2017,April,2017,570000
Yadadri Bhongir,05-01-2017,May,2017,458700
Yadadri Bhongir,06-01-2017,June,2017,685880
Yadadri Bhongir,07-01-2017,July,2017,481240
Yadadri Bhongir,08-01-2017,August,2017,680720
Yadadri Bhongir,09-01-2017,September,2017,678925
Yadadri Bhongir,10-01-2017,October,2017,683500
Yadadri Bhongir,11-01-2017,November,2017,537600
Yadadri Bhongir,12-01-2017,December,2017,481075
Adilabad,01-01-2018,January,2018,320356
Adilabad,02-01-2018,February,2018,36550
Adilabad,03-01-2018,March,2018,23011
Adilabad,04-01-2018,April,2018,14183
Adilabad,05-01-2018,May,2018,8197
Adilabad,06-01-2018,June,2018,12052
Adilabad,07-01-2018,July,2018,24668
Adilabad,08-01-2018,August,2018,38942
Adilabad,09-01-2018,September,2018,25875
Adilabad,10-01-2018,October,2018,30257
Adilabad,11-01-2018,November,2018,49181
Adilabad,12-01-2018,December,2018,61476
Bhadradri Kothagudem ,01-01-2018,January,2018,421275
Bhadradri Kothagudem ,02-01-2018,February,2018,240634
Bhadradri Kothagudem ,03-01-2018,March,2018,421275
Bhadradri Kothagudem ,04-01-2018,April,2018,341258
Bhadradri Kothagudem ,05-01-2018,May,2018,291273
Bhadradri Kothagudem ,06-01-2018,June,2018,290512
Bhadradri Kothagudem ,07-01-2018,July,2018,220304
Bhadradri Kothagudem ,08-01-2018,August,2018,219548
Bhadradri Kothagudem ,09-01-2018,September,2018,334878
Bhadradri Kothagudem ,10-01-2018,October,2018,322974
Bhadradri Kothagudem ,11-01-2018,November,2018,253464
Bhadradri Kothagudem ,12-01-2018,December,2018,442483
Hyderabad,01-01-2018,January,2018,2013775
Hyderabad,02-01-2018,February,2018,1396251
Hyderabad,03-01-2018,March,2018,1443473
Hyderabad,04-01-2018,April,2018,1607205
Hyderabad,05-01-2018,May,2018,1211046
Hyderabad,06-01-2018,June,2018,1619744
Hyderabad,07-01-2018,July,2018,1487498
Hyderabad,08-01-2018,August,2018,1622687
Hyderabad,09-01-2018,September,2018,1530895
Hyderabad,10-01-2018,October,2018,2237550
Hyderabad,11-01-2018,November,2018,1694807
Hyderabad,12-01-2018,December,2018,1993508
Jagtial ,01-01-2018,January,2018,614082
Jagtial ,02-01-2018,February,2018,349576
Jagtial ,03-01-2018,March,2018,416716
Jagtial ,04-01-2018,April,2018,372874
Jagtial ,05-01-2018,May,2018,641363
Jagtial ,06-01-2018,June,2018,182505
Jagtial ,07-01-2018,July,2018,182473
Jagtial ,08-01-2018,August,2018,272685
Jagtial ,09-01-2018,September,2018,273121
Jagtial ,10-01-2018,October,2018,138206
Jagtial ,11-01-2018,November,2018,277997
Jagtial ,12-01-2018,December,2018,231323
Jangaon ,01-01-2018,January,2018,17180
Jangaon ,02-01-2018,February,2018,18600
Jangaon ,03-01-2018,March,2018,17300
Jangaon ,04-01-2018,April,2018,18100
Jangaon ,05-01-2018,May,2018,19660
Jangaon ,06-01-2018,June,2018,23050
Jangaon ,07-01-2018,July,2018,26280
Jangaon ,08-01-2018,August,2018,26020
Jangaon ,09-01-2018,September,2018,28830
Jangaon ,10-01-2018,October,2018,29470
Jangaon ,11-01-2018,November,2018,29570
Jangaon ,12-01-2018,December,2018,36962
Jayashankar Bhoopalpally,01-01-2018,January,2018,6519900
Jayashankar Bhoopalpally,02-01-2018,February,2018,8626310
Jayashankar Bhoopalpally,03-01-2018,March,2018,146220
Jayashankar Bhoopalpally,04-01-2018,April,2018,149195
Jayashankar Bhoopalpally,05-01-2018,May,2018,152090
Jayashankar Bhoopalpally,06-01-2018,June,2018,159435
Jayashankar Bhoopalpally,07-01-2018,July,2018,128590
Jayashankar Bhoopalpally,08-01-2018,August,2018,184735
Jayashankar Bhoopalpally,09-01-2018,September,2018,192340
Jayashankar Bhoopalpally,10-01-2018,October,2018,195440
Jayashankar Bhoopalpally,11-01-2018,November,2018,196540
Jayashankar Bhoopalpally,12-01-2018,December,2018,245669
Jogulamba Gadwal ,01-01-2018,January,2018,146477
Jogulamba Gadwal ,02-01-2018,February,2018,481116
Jogulamba Gadwal ,03-01-2018,March,2018,155035
Jogulamba Gadwal ,04-01-2018,April,2018,138688
Jogulamba Gadwal ,05-01-2018,May,2018,131445
Jogulamba Gadwal ,06-01-2018,June,2018,160201
Jogulamba Gadwal ,07-01-2018,July,2018,114988
Jogulamba Gadwal ,08-01-2018,August,2018,123775
Jogulamba Gadwal ,09-01-2018,September,2018,121745
Jogulamba Gadwal ,10-01-2018,October,2018,152911
Jogulamba Gadwal ,11-01-2018,November,2018,128120
Jogulamba Gadwal ,12-01-2018,December,2018,182344
Kamareddy ,01-01-2018,January,2018,44
Kamareddy ,02-01-2018,February,2018,44
Kamareddy ,03-01-2018,March,2018,45
Kamareddy ,04-01-2018,April,2018,45
Kamareddy ,05-01-2018,May,2018,49
Kamareddy ,06-01-2018,June,2018,56
Kamareddy ,07-01-2018,July,2018,48
Kamareddy ,08-01-2018,August,2018,55
Kamareddy ,09-01-2018,September,2018,40
Kamareddy ,10-01-2018,October,2018,62
Kamareddy ,11-01-2018,November,2018,41
Kamareddy ,12-01-2018,December,2018,43
Karimnagar ,01-01-2018,January,2018,13505
Karimnagar ,02-01-2018,February,2018,9330
Karimnagar ,03-01-2018,March,2018,7205
Karimnagar ,04-01-2018,April,2018,5830
Karimnagar ,05-01-2018,May,2018,5689
Karimnagar ,06-01-2018,June,2018,7180
Karimnagar ,07-01-2018,July,2018,6686
Karimnagar ,08-01-2018,August,2018,8480
Karimnagar ,09-01-2018,September,2018,8480
Karimnagar ,10-01-2018,October,2018,6118
Karimnagar ,11-01-2018,November,2018,7145
Karimnagar ,12-01-2018,December,2018,7800
Khammam,01-01-2018,January,2018,110094
Khammam,02-01-2018,February,2018,104444
Khammam,03-01-2018,March,2018,127152
Khammam,04-01-2018,April,2018,126553
Khammam,05-01-2018,May,2018,135189
Khammam,06-01-2018,June,2018,135988
Khammam,07-01-2018,July,2018,85932
Khammam,08-01-2018,August,2018,86309
Khammam,09-01-2018,September,2018,143465
Khammam,10-01-2018,October,2018,127645
Khammam,11-01-2018,November,2018,99070
Khammam,12-01-2018,December,2018,135600
Komaram Bheem Asifabad,01-01-2018,January,2018,2863
Komaram Bheem Asifabad,02-01-2018,February,2018,2736
Komaram Bheem Asifabad,03-01-2018,March,2018,1826
Komaram Bheem Asifabad,04-01-2018,April,2018,868
Komaram Bheem Asifabad,05-01-2018,May,2018,793
Komaram Bheem Asifabad,06-01-2018,June,2018,990
Komaram Bheem Asifabad,07-01-2018,July,2018,1954
Komaram Bheem Asifabad,08-01-2018,August,2018,2263
Komaram Bheem Asifabad,09-01-2018,September,2018,1819
Komaram Bheem Asifabad,10-01-2018,October,2018,2525
Komaram Bheem Asifabad,11-01-2018,November,2018,1741
Komaram Bheem Asifabad,12-01-2018,December,2018,2176
Mahabubabad ,01-01-2018,January,2018,14000
Mahabubabad ,02-01-2018,February,2018,14230
Mahabubabad ,03-01-2018,March,2018,13110
Mahabubabad ,04-01-2018,April,2018,12915
Mahabubabad ,05-01-2018,May,2018,12865
Mahabubabad ,06-01-2018,June,2018,13910
Mahabubabad ,07-01-2018,July,2018,13970
Mahabubabad ,08-01-2018,August,2018,13200
Mahabubabad ,09-01-2018,September,2018,13420
Mahabubabad ,10-01-2018,October,2018,13550
Mahabubabad ,11-01-2018,November,2018,13700
Mahabubabad ,12-01-2018,December,2018,17125
Mahbubnagar,01-01-2018,January,2018,156198
Mahbubnagar,02-01-2018,February,2018,788112
Mahbubnagar,03-01-2018,March,2018,166891
Mahbubnagar,04-01-2018,April,2018,196087
Mahbubnagar,05-01-2018,May,2018,193504
Mahbubnagar,06-01-2018,June,2018,165579
Mahbubnagar,07-01-2018,July,2018,161888
Mahbubnagar,08-01-2018,August,2018,169198
Mahbubnagar,09-01-2018,September,2018,167885
Mahbubnagar,10-01-2018,October,2018,193189
Mahbubnagar,11-01-2018,November,2018,295978
Mahbubnagar,12-01-2018,December,2018,198253
Mancherial,01-01-2018,January,2018,71955
Mancherial,02-01-2018,February,2018,38599
Mancherial,03-01-2018,March,2018,20749
Mancherial,04-01-2018,April,2018,38483
Mancherial,05-01-2018,May,2018,26179
Mancherial,06-01-2018,June,2018,31667
Mancherial,07-01-2018,July,2018,27937
Mancherial,08-01-2018,August,2018,31861
Mancherial,09-01-2018,September,2018,23141
Mancherial,10-01-2018,October,2018,30740
Mancherial,11-01-2018,November,2018,25197
Mancherial,12-01-2018,December,2018,31496
Medak ,01-01-2018,January,2018,100000
Medak ,02-01-2018,February,2018,1000000
Medak ,03-01-2018,March,2018,600000
Medak ,04-01-2018,April,2018,200000
Medak ,05-01-2018,May,2018,300000
Medak ,06-01-2018,June,2018,500000
Medak ,07-01-2018,July,2018,150000
Medak ,08-01-2018,August,2018,50000
Medak ,09-01-2018,September,2018,100000
Medak ,10-01-2018,October,2018,300000
Medak ,11-01-2018,November,2018,200000
Medak ,12-01-2018,December,2018,400000
Medchal ,01-01-2018,January,2018,NULL
Medchal ,02-01-2018,February,2018,NULL
Medchal ,03-01-2018,March,2018,NULL
Medchal ,04-01-2018,April,2018,NULL
Medchal ,05-01-2018,May,2018,NULL
Medchal ,06-01-2018,June,2018,NULL
Medchal ,07-01-2018,July,2018,NULL
Medchal ,08-01-2018,August,2018,NULL
Medchal ,09-01-2018,September,2018,NULL
Medchal ,10-01-2018,October,2018,NULL
Medchal ,11-01-2018,November,2018,NULL
Medchal ,12-01-2018,December,2018,NULL
Nagarkurnool ,01-01-2018,January,2018,228847
Nagarkurnool ,02-01-2018,February,2018,286273
Nagarkurnool ,03-01-2018,March,2018,184522
Nagarkurnool ,04-01-2018,April,2018,174607
Nagarkurnool ,05-01-2018,May,2018,183716
Nagarkurnool ,06-01-2018,June,2018,180025
Nagarkurnool ,07-01-2018,July,2018,93467
Nagarkurnool ,08-01-2018,August,2018,118032
Nagarkurnool ,09-01-2018,September,2018,118471
Nagarkurnool ,10-01-2018,October,2018,201058
Nagarkurnool ,11-01-2018,November,2018,121482
Nagarkurnool ,12-01-2018,December,2018,198647
Nalgonda,01-01-2018,January,2018,36205
Nalgonda,02-01-2018,February,2018,9971
Nalgonda,03-01-2018,March,2018,9677
Nalgonda,04-01-2018,April,2018,9779
Nalgonda,05-01-2018,May,2018,10241
Nalgonda,06-01-2018,June,2018,9066
Nalgonda,07-01-2018,July,2018,9668
Nalgonda,08-01-2018,August,2018,10135
Nalgonda,09-01-2018,September,2018,21365
Nalgonda,10-01-2018,October,2018,22332
Nalgonda,11-01-2018,November,2018,5422
Nalgonda,12-01-2018,December,2018,6777
Nirmal,01-01-2018,January,2018,480241
Nirmal,02-01-2018,February,2018,335447
Nirmal,03-01-2018,March,2018,328099
Nirmal,04-01-2018,April,2018,368645
Nirmal,05-01-2018,May,2018,342650
Nirmal,06-01-2018,June,2018,355197
Nirmal,07-01-2018,July,2018,335356
Nirmal,08-01-2018,August,2018,313912
Nirmal,09-01-2018,September,2018,293859
Nirmal,10-01-2018,October,2018,373291
Nirmal,11-01-2018,November,2018,289169
Nirmal,12-01-2018,December,2018,361461
Nizamabad,01-01-2018,January,2018,2496
Nizamabad,02-01-2018,February,2018,7152
Nizamabad,03-01-2018,March,2018,2903
Nizamabad,04-01-2018,April,2018,3550
Nizamabad,05-01-2018,May,2018,5360
Nizamabad,06-01-2018,June,2018,1761
Nizamabad,07-01-2018,July,2018,5883
Nizamabad,08-01-2018,August,2018,10525
Nizamabad,09-01-2018,September,2018,475
Nizamabad,10-01-2018,October,2018,490
Nizamabad,11-01-2018,November,2018,475
Nizamabad,12-01-2018,December,2018,355
Peddapalli,01-01-2018,January,2018,2670
Peddapalli,02-01-2018,February,2018,2695
Peddapalli,03-01-2018,March,2018,2325
Peddapalli,04-01-2018,April,2018,1940
Peddapalli,05-01-2018,May,2018,1499
Peddapalli,06-01-2018,June,2018,1580
Peddapalli,07-01-2018,July,2018,1580
Peddapalli,08-01-2018,August,2018,1595
Peddapalli,09-01-2018,September,2018,1475
Peddapalli,10-01-2018,October,2018,1545
Peddapalli,11-01-2018,November,2018,1655
Peddapalli,12-01-2018,December,2018,1695
Rajanna Sircilla ,01-01-2018,January,2018,2238074
Rajanna Sircilla ,02-01-2018,February,2018,1021787
Rajanna Sircilla ,03-01-2018,March,2018,1022669
Rajanna Sircilla ,04-01-2018,April,2018,833874
Rajanna Sircilla ,05-01-2018,May,2018,1021952
Rajanna Sircilla ,06-01-2018,June,2018,320886
Rajanna Sircilla ,07-01-2018,July,2018,937720
Rajanna Sircilla ,08-01-2018,August,2018,320952
Rajanna Sircilla ,09-01-2018,September,2018,818693
Rajanna Sircilla ,10-01-2018,October,2018,506563
Rajanna Sircilla ,11-01-2018,November,2018,840933
Rajanna Sircilla ,12-01-2018,December,2018,950128
Ranga Reddy,01-01-2018,January,2018,NULL
Ranga Reddy,02-01-2018,February,2018,NULL
Ranga Reddy,03-01-2018,March,2018,NULL
Ranga Reddy,04-01-2018,April,2018,NULL
Ranga Reddy,05-01-2018,May,2018,NULL
Ranga Reddy,06-01-2018,June,2018,NULL
Ranga Reddy,07-01-2018,July,2018,NULL
Ranga Reddy,08-01-2018,August,2018,NULL
Ranga Reddy,09-01-2018,September,2018,NULL
Ranga Reddy,10-01-2018,October,2018,NULL
Ranga Reddy,11-01-2018,November,2018,NULL
Ranga Reddy,12-01-2018,December,2018,NULL
Sangareddy ,01-01-2018,January,2018,254000
Sangareddy ,02-01-2018,February,2018,540000
Sangareddy ,03-01-2018,March,2018,158500
Sangareddy ,04-01-2018,April,2018,162500
Sangareddy ,05-01-2018,May,2018,157000
Sangareddy ,06-01-2018,June,2018,93500
Sangareddy ,07-01-2018,July,2018,108600
Sangareddy ,08-01-2018,August,2018,205000
Sangareddy ,09-01-2018,September,2018,125000
Sangareddy ,10-01-2018,October,2018,171800
Sangareddy ,11-01-2018,November,2018,160000
Sangareddy ,12-01-2018,December,2018,134000
Siddipet,01-01-2018,January,2018,253000
Siddipet,02-01-2018,February,2018,44000
Siddipet,03-01-2018,March,2018,164800
Siddipet,04-01-2018,April,2018,115000
Siddipet,05-01-2018,May,2018,165200
Siddipet,06-01-2018,June,2018,104300
Siddipet,07-01-2018,July,2018,54000
Siddipet,08-01-2018,August,2018,100000
Siddipet,09-01-2018,September,2018,55000
Siddipet,10-01-2018,October,2018,43000
Siddipet,11-01-2018,November,2018,135000
Siddipet,12-01-2018,December,2018,50000
Suryapet,01-01-2018,January,2018,0
Suryapet,02-01-2018,February,2018,0
Suryapet,03-01-2018,March,2018,0
Suryapet,04-01-2018,April,2018,0
Suryapet,05-01-2018,May,2018,0
Suryapet,06-01-2018,June,2018,0
Suryapet,07-01-2018,July,2018,0
Suryapet,08-01-2018,August,2018,0
Suryapet,09-01-2018,September,2018,0
Suryapet,10-01-2018,October,2018,0
Suryapet,11-01-2018,November,2018,0
Suryapet,12-01-2018,December,2018,0
Vikarabad,01-01-2018,January,2018,NULL
Vikarabad,02-01-2018,February,2018,NULL
Vikarabad,03-01-2018,March,2018,NULL
Vikarabad,04-01-2018,April,2018,NULL
Vikarabad,05-01-2018,May,2018,NULL
Vikarabad,06-01-2018,June,2018,NULL
Vikarabad,07-01-2018,July,2018,NULL
Vikarabad,08-01-2018,August,2018,NULL
Vikarabad,09-01-2018,September,2018,NULL
Vikarabad,10-01-2018,October,2018,NULL
Vikarabad,11-01-2018,November,2018,NULL
Vikarabad,12-01-2018,December,2018,NULL
Wanaparthy ,01-01-2018,January,2018,28131
Wanaparthy ,02-01-2018,February,2018,22341
Wanaparthy ,03-01-2018,March,2018,20050
Wanaparthy ,04-01-2018,April,2018,10550
Wanaparthy ,05-01-2018,May,2018,11502
Wanaparthy ,06-01-2018,June,2018,19092
Wanaparthy ,07-01-2018,July,2018,32625
Wanaparthy ,08-01-2018,August,2018,35860
Wanaparthy ,09-01-2018,September,2018,32002
Wanaparthy ,10-01-2018,October,2018,21234
Wanaparthy ,11-01-2018,November,2018,32657
Wanaparthy ,12-01-2018,December,2018,20556
Warangal (Rural),01-01-2018,January,2018,25200
Warangal (Rural),02-01-2018,February,2018,26300
Warangal (Rural),03-01-2018,March,2018,26200
Warangal (Rural),04-01-2018,April,2018,21600
Warangal (Rural),05-01-2018,May,2018,22100
Warangal (Rural),06-01-2018,June,2018,23100
Warangal (Rural),07-01-2018,July,2018,25900
Warangal (Rural),08-01-2018,August,2018,25700
Warangal (Rural),09-01-2018,September,2018,25800
Warangal (Rural),10-01-2018,October,2018,26000
Warangal (Rural),11-01-2018,November,2018,24050
Warangal (Rural),12-01-2018,December,2018,30062
Warangal (Urban),01-01-2018,January,2018,137680
Warangal (Urban),02-01-2018,February,2018,145935
Warangal (Urban),03-01-2018,March,2018,140460
Warangal (Urban),04-01-2018,April,2018,142660
Warangal (Urban),05-01-2018,May,2018,143565
Warangal (Urban),06-01-2018,June,2018,135745
Warangal (Urban),07-01-2018,July,2018,136690
Warangal (Urban),08-01-2018,August,2018,136895
Warangal (Urban),09-01-2018,September,2018,138925
Warangal (Urban),10-01-2018,October,2018,141108
Warangal (Urban),11-01-2018,November,2018,144685
Warangal (Urban),12-01-2018,December,2018,180830
Yadadri Bhongir,01-01-2018,January,2018,2016000
Yadadri Bhongir,02-01-2018,February,2018,3073872
Yadadri Bhongir,03-01-2018,March,2018,2836580
Yadadri Bhongir,04-01-2018,April,2018,692370
Yadadri Bhongir,05-01-2018,May,2018,781842
Yadadri Bhongir,06-01-2018,June,2018,577570
Yadadri Bhongir,07-01-2018,July,2018,671156
Yadadri Bhongir,08-01-2018,August,2018,526445
Yadadri Bhongir,09-01-2018,September,2018,819350
Yadadri Bhongir,10-01-2018,October,2018,586475
Yadadri Bhongir,11-01-2018,November,2018,485208
Yadadri Bhongir,12-01-2018,December,2018,606510
Adilabad,01-01-2019,January,2019,25071
Adilabad,02-01-2019,February,2019,406179
Adilabad,03-01-2019,March,2019,14347
Adilabad,04-01-2019,April,2019,9972
Adilabad,05-01-2019,May,2019,6997
Adilabad,06-01-2019,June,2019,9161
Adilabad,07-01-2019,July,2019,11791
Adilabad,08-01-2019,August,2019,108175
Adilabad,09-01-2019,September,2019,37589
Adilabad,10-01-2019,October,2019,38184
Adilabad,11-01-2019,November,2019,70346
Adilabad,12-01-2019,December,2019,38089
Bhadradri Kothagudem ,01-01-2019,January,2019,283365
Bhadradri Kothagudem ,02-01-2019,February,2019,229159
Bhadradri Kothagudem ,03-01-2019,March,2019,225448
Bhadradri Kothagudem ,04-01-2019,April,2019,349585
Bhadradri Kothagudem ,05-01-2019,May,2019,275800
Bhadradri Kothagudem ,06-01-2019,June,2019,9761776
Bhadradri Kothagudem ,07-01-2019,July,2019,233338
Bhadradri Kothagudem ,08-01-2019,August,2019,271941
Bhadradri Kothagudem ,09-01-2019,September,2019,314199
Bhadradri Kothagudem ,10-01-2019,October,2019,287432
Bhadradri Kothagudem ,11-01-2019,November,2019,298366
Bhadradri Kothagudem ,12-01-2019,December,2019,287328
Hyderabad,01-01-2019,January,2019,1462420
Hyderabad,02-01-2019,February,2019,1008768
Hyderabad,03-01-2019,March,2019,1031920
Hyderabad,04-01-2019,April,2019,1064200
Hyderabad,05-01-2019,May,2019,1323065
Hyderabad,06-01-2019,June,2019,1283072
Hyderabad,07-01-2019,July,2019,1122735
Hyderabad,08-01-2019,August,2019,1144105
Hyderabad,09-01-2019,September,2019,993948
Hyderabad,10-01-2019,October,2019,1269349
Hyderabad,11-01-2019,November,2019,1106427
Hyderabad,12-01-2019,December,2019,1311653
Jagtial ,01-01-2019,January,2019,211913
Jagtial ,02-01-2019,February,2019,215105
Jagtial ,03-01-2019,March,2019,194090
Jagtial ,04-01-2019,April,2019,447226
Jagtial ,05-01-2019,May,2019,500206
Jagtial ,06-01-2019,June,2019,235363
Jagtial ,07-01-2019,July,2019,157419
Jagtial ,08-01-2019,August,2019,151570
Jagtial ,09-01-2019,September,2019,157564
Jagtial ,10-01-2019,October,2019,165070
Jagtial ,11-01-2019,November,2019,277630
Jagtial ,12-01-2019,December,2019,372959
Jangaon ,01-01-2019,January,2019,28750
Jangaon ,02-01-2019,February,2019,28810
Jangaon ,03-01-2019,March,2019,27300
Jangaon ,04-01-2019,April,2019,26160
Jangaon ,05-01-2019,May,2019,26740
Jangaon ,06-01-2019,June,2019,25820
Jangaon ,07-01-2019,July,2019,24160
Jangaon ,08-01-2019,August,2019,27800
Jangaon ,09-01-2019,September,2019,28640
Jangaon ,10-01-2019,October,2019,27840
